State,Zip,CarrierType,VehicleType,cnt
NE,68137,PRIVATE,BUS NON SCHOOL,4
NE,68137,PRIVATE,BUS SCHOOL,3
NE,68138,FOR HIRE,BUS NON SCHOOL,1
NE,68138,PRIVATE,BUS SCHOOL,2
NE,68152,INDIVIDUAL,BUS NON SCHOOL,1
NE,68152,INDIVIDUAL,BUS SCHOOL,1
NE,68152,PRIVATE,BUS SCHOOL,1
NE,68154,INDIVIDUAL,BUS SCHOOL,1
NE,68157,INDIVIDUAL,BUS NON SCHOOL,1
NE,68164,FINANCE LEASE,BUS SCHOOL,2
NE,68164,INDIVIDUAL,BUS NON SCHOOL,1
NE,68164,INDIVIDUAL,BUS SCHOOL,1
NE,68179,FOR HIRE,BUS NON SCHOOL,13
NE,68179,FOR HIRE,BUS SCHOOL,6
NE,68301,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,7
NE,68305,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,7
NE,68310,DEALER,BUS SCHOOL,1
NE,68310,FOR HIRE,BUS SCHOOL,5
NE,68310,INDIVIDUAL,BUS SCHOOL,3
NE,68310,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68310,PRIVATE,BUS NON SCHOOL,1
NE,68310,PRIVATE,BUS SCHOOL,1
NE,68313,FOR HIRE,BUS SCHOOL,6
NE,68313,INDIVIDUAL,BUS SCHOOL,2
NE,68317,INDIVIDUAL,BUS SCHOOL,1
NE,68319,INDIVIDUAL,BUS SCHOOL,1
NE,68321,PRIVATE,BUS SCHOOL,1
NE,68322,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68323,INDIVIDUAL,BUS SCHOOL,1
NE,68329,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68332,INDIVIDUAL,BUS SCHOOL,1
NE,68333,FOR HIRE,BUS SCHOOL,12
NE,68333,INDIVIDUAL,BUS SCHOOL,1
NE,68333,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68335,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68337,FOR HIRE,BUS SCHOOL,1
NE,68338,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68340,INDIVIDUAL,BUS SCHOOL,1
NE,68341,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68341,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
NE,68341,PRIVATE,BUS SCHOOL,2
NE,68342,INDIVIDUAL,BUS SCHOOL,1
NE,68342,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68343,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68344,INDIVIDUAL,BUS SCHOOL,1
NE,68344,PRIVATE,BUS SCHOOL,1
NE,68349,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68351,PRIVATE,BUS SCHOOL,4
NE,68352,INDIVIDUAL,BUS SCHOOL,1
NE,68355,FOR HIRE,BUS SCHOOL,4
NE,68355,INDIVIDUAL,BUS NON SCHOOL,1
NE,68355,INDIVIDUAL,BUS SCHOOL,1
NE,68355,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,10
NE,68355,PRIVATE,BUS SCHOOL,1
NE,68358,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68358,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,13
NE,68359,INDIVIDUAL,BUS SCHOOL,1
NE,68359,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68359,PRIVATE,BUS SCHOOL,2
NE,68361,INDIVIDUAL,BUS SCHOOL,1
NE,68361,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68361,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68366,FINANCE LEASE,BUS NON SCHOOL,2
NE,68366,INDIVIDUAL,BUS SCHOOL,1
NE,68366,PRIVATE,BUS SCHOOL,1
NE,68371,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68376,INDIVIDUAL,BUS SCHOOL,1
NE,68376,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68376,PRIVATE,BUS SCHOOL,1
NE,68377,INDIVIDUAL,BUS SCHOOL,1
NE,68378,INDIVIDUAL,BUS SCHOOL,1
NE,68378,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68378,PRIVATE,BUS SCHOOL,2
NE,68380,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68401,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68402,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68402,PRIVATE,BUS NON SCHOOL,1
NE,68405,INDIVIDUAL,BUS SCHOOL,1
NE,68405,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68405,PRIVATE,BUS NON SCHOOL,1
NE,68405,PRIVATE,BUS SCHOOL,1
NE,68407,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68407,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68409,FOR HIRE,BUS SCHOOL,2
NE,68410,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68410,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68415,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68416,INDIVIDUAL,BUS SCHOOL,1
NE,68417,INDIVIDUAL,BUS SCHOOL,1
NE,68418,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68420,INDIVIDUAL,BUS NON SCHOOL,1
NE,68420,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68424,INDIVIDUAL,BUS SCHOOL,2
NE,68428,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68428,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68430,INDIVIDUAL,BUS SCHOOL,2
NE,68433,INDIVIDUAL,BUS SCHOOL,1
NE,68434,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68434,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,10
NE,68434,PRIVATE,BUS SCHOOL,2
NE,68436,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68437,INDIVIDUAL,BUS SCHOOL,1
NE,68443,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68445,INDIVIDUAL,BUS SCHOOL,1
NE,68446,INDIVIDUAL,BUS NON SCHOOL,1
NE,68446,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68446,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68450,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68450,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68456,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68456,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,10
NE,68460,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68460,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68461,INDIVIDUAL,BUS NON SCHOOL,1
NE,68462,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68463,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68466,INDIVIDUAL,BUS SCHOOL,1
NE,68466,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68466,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68467,FOR HIRE,BUS SCHOOL,1
NE,68467,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68467,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68467,PRIVATE,BUS SCHOOL,6
NE,68501,INDIVIDUAL,BUS SCHOOL,1
NE,68502,INDIVIDUAL,BUS SCHOOL,1
NE,68502,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68502,PRIVATE,BUS SCHOOL,2
NE,68503,INDIVIDUAL,BUS SCHOOL,2
NE,68503,PRIVATE,BUS NON SCHOOL,1
NE,68504,INDIVIDUAL,BUS SCHOOL,1
NE,68504,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68505,FINANCE LEASE,BUS NON SCHOOL,1
NE,68505,PRIVATE,BUS SCHOOL,1
NE,68506,PRIVATE,BUS NON SCHOOL,2
NE,68506,PRIVATE,BUS SCHOOL,5
NE,68507,INDIVIDUAL,BUS NON SCHOOL,1
NE,68507,INDIVIDUAL,BUS SCHOOL,2
NE,68507,PRIVATE,BUS SCHOOL,1
NE,68508,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,6
NE,68508,PRIVATE,BUS SCHOOL,3
NE,68508,STATE GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68508,STATE GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68509,STATE GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68510,FOR HIRE,BUS NON SCHOOL,1
NE,68510,INDIVIDUAL,BUS SCHOOL,3
NE,68510,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68510,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,32
NE,68510,PRIVATE,BUS SCHOOL,6
NE,68512,INDIVIDUAL,BUS NON SCHOOL,1
NE,68512,INDIVIDUAL,BUS SCHOOL,1
NE,68512,PRIVATE,BUS SCHOOL,4
NE,68516,INDIVIDUAL,BUS NON SCHOOL,1
NE,68516,PRIVATE,BUS NON SCHOOL,2
NE,68516,PRIVATE,BUS SCHOOL,2
NE,68517,FOR HIRE,BUS NON SCHOOL,3
NE,68520,PRIVATE,BUS NON SCHOOL,3
NE,68521,FOR HIRE,BUS NON SCHOOL,1
NE,68521,INDIVIDUAL,BUS NON SCHOOL,3
NE,68521,INDIVIDUAL,BUS SCHOOL,2
NE,68521,PRIVATE,BUS SCHOOL,7
NE,68522,INDIVIDUAL,BUS NON SCHOOL,1
NE,68522,INDIVIDUAL,BUS SCHOOL,1
NE,68522,PRIVATE,BUS NON SCHOOL,1
NE,68522,PRIVATE,BUS SCHOOL,1
NE,68523,INDIVIDUAL,BUS NON SCHOOL,1
NE,68524,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68524,STATE GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68527,INDIVIDUAL,BUS NON SCHOOL,1
NE,68528,INDIVIDUAL,BUS NON SCHOOL,3
NE,68528,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68601,INDIVIDUAL,BUS NON SCHOOL,1
NE,68601,INDIVIDUAL,BUS SCHOOL,2
NE,68601,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68601,PRIVATE,BUS SCHOOL,7
NE,68620,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68622,FOR HIRE,BUS SCHOOL,4
NE,68624,PRIVATE,BUS NON SCHOOL,1
NE,68626,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
NE,68627,INDIVIDUAL,BUS SCHOOL,2
NE,68627,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68628,INDIVIDUAL,BUS SCHOOL,1
NE,68629,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68632,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,11
NE,68632,PRIVATE,BUS SCHOOL,6
NE,68633,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68636,INDIVIDUAL,BUS SCHOOL,1
NE,68636,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68636,PRIVATE,BUS SCHOOL,5
NE,68638,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68640,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68640,PRIVATE,BUS SCHOOL,2
NE,68641,INDIVIDUAL,BUS SCHOOL,2
NE,68641,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68642,INDIVIDUAL,BUS NON SCHOOL,1
NE,68642,INDIVIDUAL,BUS SCHOOL,3
NE,68642,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,7
NE,68643,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68647,INDIVIDUAL,BUS NON SCHOOL,1
NE,68648,FOR HIRE,BUS SCHOOL,1
NE,68649,FOR HIRE,BUS SCHOOL,6
NE,68649,INDIVIDUAL,BUS SCHOOL,1
NE,68651,INDIVIDUAL,BUS SCHOOL,1
NE,68651,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,7
NE,68654,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68654,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68659,PRIVATE,BUS SCHOOL,1
NE,68660,INDIVIDUAL,BUS SCHOOL,1
NE,68660,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68661,INDIVIDUAL,BUS SCHOOL,1
NE,68661,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68661,PRIVATE,BUS NON SCHOOL,1
NE,68661,PRIVATE,BUS SCHOOL,1
NE,68662,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,7
NE,68664,INDIVIDUAL,BUS SCHOOL,1
NE,68665,PRIVATE,BUS NON SCHOOL,1
NE,68669,INDIVIDUAL,BUS SCHOOL,6
NE,68701,FOR HIRE,BUS NON SCHOOL,13
NE,68701,INDIVIDUAL,BUS SCHOOL,2
NE,68701,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,3
NE,68701,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,9
NE,68701,PRIVATE,BUS NON SCHOOL,61
NE,68701,PRIVATE,BUS SCHOOL,10
NE,68710,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68713,INDIVIDUAL,BUS SCHOOL,1
NE,68715,INDIVIDUAL,BUS SCHOOL,1
NE,68716,INDIVIDUAL,BUS SCHOOL,1
NE,68718,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68718,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68718,PRIVATE,BUS SCHOOL,1
NE,68725,INDIVIDUAL,BUS SCHOOL,1
NE,68725,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68725,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68726,INDIVIDUAL,BUS SCHOOL,2
NE,68727,FINANCE LEASE,BUS SCHOOL,2
NE,68727,INDIVIDUAL,BUS SCHOOL,2
NE,68727,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68728,INDIVIDUAL,BUS SCHOOL,1
NE,68729,FOR HIRE,BUS SCHOOL,6
NE,68729,INDIVIDUAL,BUS SCHOOL,1
NE,68730,INDIVIDUAL,BUS SCHOOL,2
NE,68730,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68733,INDIVIDUAL,BUS SCHOOL,3
NE,68733,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68735,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68735,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68736,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68739,INDIVIDUAL,BUS SCHOOL,1
NE,68739,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68739,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
NE,68739,PRIVATE,BUS NON SCHOOL,1
NE,68739,PRIVATE,BUS SCHOOL,7
NE,68740,INDIVIDUAL,BUS SCHOOL,1
NE,68741,INDIVIDUAL,BUS SCHOOL,1
NE,68745,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68746,INDIVIDUAL,BUS SCHOOL,1
NE,68746,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68748,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68752,INDIVIDUAL,BUS SCHOOL,1
NE,68756,INDIVIDUAL,BUS SCHOOL,2
NE,68756,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68758,INDIVIDUAL,BUS SCHOOL,1
NE,68758,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68760,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68761,INDIVIDUAL,BUS SCHOOL,1
NE,68763,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68763,PRIVATE,BUS SCHOOL,4
NE,68764,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68765,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68765,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68767,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68768,INDIVIDUAL,BUS SCHOOL,1
NE,68769,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68770,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
NE,68771,INDIVIDUAL,BUS SCHOOL,2
NE,68771,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68771,PRIVATE,BUS SCHOOL,1
NE,68773,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68776,FULL SERVICE LEASE,BUS SCHOOL,1
NE,68776,INDIVIDUAL,BUS SCHOOL,3
NE,68776,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68777,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68778,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68779,INDIVIDUAL,BUS SCHOOL,1
NE,68779,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68779,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68780,FOR HIRE,BUS NON SCHOOL,3
NE,68780,FOR HIRE,BUS SCHOOL,8
NE,68781,INDIVIDUAL,BUS SCHOOL,1
NE,68781,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68784,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68786,INDIVIDUAL,BUS SCHOOL,1
NE,68786,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68787,FOR HIRE,BUS NON SCHOOL,1
NE,68787,FOR HIRE,BUS SCHOOL,69
NE,68788,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68788,PRIVATE,BUS SCHOOL,5
NE,68790,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68790,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68791,INDIVIDUAL,BUS SCHOOL,2
NE,68791,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
NE,68792,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68801,FOR HIRE,BUS SCHOOL,1
NE,68801,INDIVIDUAL,BUS SCHOOL,1
NE,68801,PRIVATE,BUS SCHOOL,1
NE,68803,FOR HIRE,BUS NON SCHOOL,6
NE,68803,FOR HIRE,BUS SCHOOL,9
NE,68803,FULL SERVICE LEASE,BUS SCHOOL,3
NE,68803,INDIVIDUAL,BUS SCHOOL,2
NE,68803,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68803,PRIVATE,BUS NON SCHOOL,1
NE,68803,PRIVATE,BUS SCHOOL,6
NE,68810,INDIVIDUAL,BUS SCHOOL,2
NE,68812,INDIVIDUAL,BUS NON SCHOOL,1
NE,68812,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
NE,68814,INDIVIDUAL,BUS SCHOOL,2
NE,68814,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68815,INDIVIDUAL,BUS SCHOOL,2
NE,68815,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68817,INDIVIDUAL,BUS SCHOOL,1
NE,68817,PRIVATE,BUS SCHOOL,1
NE,68818,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,2
NE,68818,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,9
NE,68818,PRIVATE,BUS SCHOOL,2
NE,68822,INDIVIDUAL,BUS SCHOOL,1
NE,68822,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68822,PRIVATE,BUS SCHOOL,1
NE,68823,INDIVIDUAL,BUS SCHOOL,1
NE,68823,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68823,PRIVATE,BUS SCHOOL,6
NE,68824,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
NE,68825,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68826,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
NE,68826,PRIVATE,BUS NON SCHOOL,1
NE,68828,INDIVIDUAL,BUS SCHOOL,1
NE,68828,PRIVATE,BUS SCHOOL,1
NE,68832,INDIVIDUAL,BUS NON SCHOOL,1
NE,68832,INDIVIDUAL,BUS SCHOOL,1
NE,68832,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68833,INDIVIDUAL,BUS SCHOOL,1
NE,68833,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68833,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68835,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68836,INDIVIDUAL,BUS SCHOOL,2
NE,68836,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68838,INDIVIDUAL,BUS SCHOOL,1
NE,68840,FOR HIRE,BUS SCHOOL,1
NE,68840,INDIVIDUAL,BUS SCHOOL,1
NE,68840,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68841,INDIVIDUAL,BUS SCHOOL,1
NE,68841,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68842,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68842,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68843,INDIVIDUAL,BUS NON SCHOOL,1
NE,68843,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68845,INDIVIDUAL,BUS NON SCHOOL,2
NE,68845,INDIVIDUAL,BUS SCHOOL,4
NE,68845,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,3
NE,68845,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
NE,68845,PRIVATE,BUS NON SCHOOL,1
NE,68845,PRIVATE,BUS SCHOOL,3
NE,68847,DEALER,BUS SCHOOL,1
NE,68847,FOR HIRE,BUS NON SCHOOL,11
NE,68847,FOR HIRE,BUS SCHOOL,16
NE,68847,INDIVIDUAL,BUS NON SCHOOL,1
NE,68847,INDIVIDUAL,BUS SCHOOL,2
NE,68847,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68847,PRIVATE,BUS NON SCHOOL,5
NE,68847,PRIVATE,BUS SCHOOL,3
NE,68848,PRIVATE,BUS NON SCHOOL,4
NE,68848,PRIVATE,BUS SCHOOL,29
NE,68850,INDIVIDUAL,BUS NON SCHOOL,1
NE,68850,INDIVIDUAL,BUS SCHOOL,1
NE,68850,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68850,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
NE,68850,PRIVATE,BUS SCHOOL,1
NE,68852,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68853,DEALER,BUS SCHOOL,1
NE,68853,INDIVIDUAL,BUS SCHOOL,1
NE,68853,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
NE,68854,INDIVIDUAL,BUS SCHOOL,1
NE,68855,PRIVATE,BUS SCHOOL,1
NE,68856,INDIVIDUAL,BUS SCHOOL,1
NE,68856,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68859,PRIVATE,BUS SCHOOL,3
NE,68862,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68862,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68862,PRIVATE,BUS SCHOOL,1
NE,68863,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,6
NE,68864,INDIVIDUAL,BUS NON SCHOOL,1
NE,68864,INDIVIDUAL,BUS SCHOOL,1
NE,68864,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68865,PRIVATE,BUS SCHOOL,2
NE,68866,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68869,INDIVIDUAL,BUS SCHOOL,2
NE,68869,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68869,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68870,INDIVIDUAL,BUS NON SCHOOL,1
NE,68870,INDIVIDUAL,BUS SCHOOL,1
NE,68871,INDIVIDUAL,BUS SCHOOL,1
NE,68872,INDIVIDUAL,BUS SCHOOL,1
NE,68873,INDIVIDUAL,BUS NON SCHOOL,1
NE,68873,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,8
NE,68874,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68874,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,2
NE,68876,INDIVIDUAL,BUS SCHOOL,1
NE,68876,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68878,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,3
NE,68879,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,1
NE,68883,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,5
NE,68883,PRIVATE,BUS SCHOOL,2
NE,68901,INDIVIDUAL,BUS SCHOOL,1
NE,68901,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68901,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,13
NE,68901,PRIVATE,BUS SCHOOL,8
NE,68901,U.S. GOVERNMENT,BUS SCHOOL,1
NE,68902,INDIVIDUAL,BUS SCHOOL,1
NE,68902,PRIVATE,BUS SCHOOL,1
NE,68920,FOR HIRE,BUS SCHOOL,1
NE,68920,LOCAL GOVERNMENT (U.S. ONLY),BUS NON SCHOOL,1
NE,68920,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68922,LOCAL GOVERNMENT (U.S. ONLY),BUS SCHOOL,4
NE,68922,PRIVATE,BUS SCHOOL,2
