ntdid,name,mode,servicetype,time,Small_Systems_Waiver_Fl,Begin_Tm,End_Tm,Rail_Cars_Num,vmt,vmt_rev,V_Pc_Deadmiles,Pass_Car_Sched_Rev_Miles_Num,Pass_Car_Hrs_Num,Pass_Car_Rev_Hrs_Num,V_Pc_Deadhours,Veh_Oper_Num,Veh_Miles_Num,Veh_Rev_Miles_Num,Train_Deadmiles,Veh_Hrs_Num,Veh_Rev_Hours_Num,Train_Deadhours,Charter_Hrs_Num,School_Bus_Hrs_Num,Unl_Pass_Trips_Num,Ada_Unl_Pass_Trips_Num,Sponsored_Service,pmt,Days_Operated_Num,Strike_Days_Num,Emergency_Days_Num
4124,Municipality of Cidra,MB,DO,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4124,Municipality of Cidra,MB,DO,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4124,Municipality of Cidra,MB,DO,Annual Total,Y,,,,,37476,-37476,,,2900,-2900,,,,0,,,0,,,5736,,,,,,
4125,Municipality of Carolina,DR,DO,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4125,Municipality of Carolina,DR,DO,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4125,Municipality of Carolina,DR,DO,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4125,Municipality of Carolina,DR,DO,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4125,Municipality of Carolina,DR,DO,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4125,Municipality of Carolina,DR,DO,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4125,Municipality of Carolina,DR,DO,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4125,Municipality of Carolina,DR,DO,Annual Total,Y,,,,,13485,-13485,,,5515,-5515,,,,0,,,0,,,462,,,,,,
4125,Municipality of Carolina,MB,DO,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4125,Municipality of Carolina,MB,DO,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4125,Municipality of Carolina,MB,DO,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4125,Municipality of Carolina,MB,DO,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4125,Municipality of Carolina,MB,DO,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4125,Municipality of Carolina,MB,DO,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4125,Municipality of Carolina,MB,DO,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4125,Municipality of Carolina,MB,DO,Annual Total,Y,,,,,236479,-236479,,,69308,-69308,,,,0,,,0,,,828240,,,,,,
4126,Municipality of Humacao,DR,DO,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4126,Municipality of Humacao,DR,DO,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4126,Municipality of Humacao,DR,DO,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4126,Municipality of Humacao,DR,DO,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4126,Municipality of Humacao,DR,DO,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4126,Municipality of Humacao,DR,DO,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4126,Municipality of Humacao,DR,DO,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4126,Municipality of Humacao,DR,DO,Annual Total,Y,,,,,14495,-14495,,,2517,-2517,,,,0,,,0,,,5284,,0,,,,
4126,Municipality of Humacao,MB,DO,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4126,Municipality of Humacao,MB,DO,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4126,Municipality of Humacao,MB,DO,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4126,Municipality of Humacao,MB,DO,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4126,Municipality of Humacao,MB,DO,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4126,Municipality of Humacao,MB,DO,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4126,Municipality of Humacao,MB,DO,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4126,Municipality of Humacao,MB,DO,Annual Total,Y,,,,,19382,-19382,,,3194,-3194,,,,0,,,0,,,122975,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,DO,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,DO,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,DO,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,DO,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,DO,Average Typical Weekday,N,600,1900,22,2159,1726,433,,179,125,54,,,,0,,,0,,,174,,,2243,255,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,DO,Average Typical Saturday,N,700,1800,5,1868,1494,374,,155,108,47,,,,0,,,0,,,150,,,1941,52,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,DO,Average Typical Sunday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,DO,Annual Total,N,,,,647679,517830,129849,,53840,37578,16262,,,,0,,,0,0,0,52259,9082,0,672770,307,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,PT,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,PT,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,PT,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,PT,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,PT,Average Typical Weekday,N,600,1900,22,3058,2464,594,,196,163,33,,,,0,,,0,,,184,,,2973,255,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,PT,Average Typical Saturday,N,700,1800,7,2647,2132,515,,170,142,28,,,,0,,,0,,,160,,,2573,52,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,PT,Average Typical Sunday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,DR,PT,Annual Total,N,,,,917462,739177,178285,,58900,49088,9812,,,,0,,,0,0,0,55346,9082,,891844,307,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,MB,DO,Average Weekday - AM Peak,N,700,,10,,,0,,,,0,,,,0,,,0,,,,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,MB,DO,Average Weekday - Midday,N,,,10,,,0,,,,0,,,,0,,,0,,,,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,MB,DO,Average Weekday - PM Peak,N,,1700,10,,,0,,,,0,,,,0,,,0,,,,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,MB,DO,Average Weekday - Other,N,,,10,,,0,,,,0,,,,0,,,0,,,,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,MB,DO,Average Typical Weekday,N,600,1915,10,2448,2284,164,2392,114,110,4,,,,0,,,0,,,1759,,,16587,251,0,0
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,MB,DO,Average Typical Saturday,N,715,1815,10,2077,1946,131,2337,97,94,3,,,,0,,,0,,,1719,,,16227,52,0,0
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,MB,DO,Average Typical Sunday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4127,Polk County Transit Services Division - Polk County Board of County Commissioners,MB,DO,Annual Total,N,,,,720059,674440,45619,714722,33673,32614,1059,,,,0,,,0,0,0,525711,,,4957455,303,0,0
4128,Okaloosa County Board of County Commissioners,DR,PT,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4128,Okaloosa County Board of County Commissioners,DR,PT,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4128,Okaloosa County Board of County Commissioners,DR,PT,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4128,Okaloosa County Board of County Commissioners,DR,PT,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4128,Okaloosa County Board of County Commissioners,DR,PT,Average Typical Weekday,N,530,2300,32,3027,2598,429,,177,154,23,,,,0,,,0,,,320,,,2791,255,0,0
4128,Okaloosa County Board of County Commissioners,DR,PT,Average Typical Saturday,N,700,1900,6,890,765,125,,55,48,7,,,,0,,,0,,,110,,,665,52,0,0
4128,Okaloosa County Board of County Commissioners,DR,PT,Average Typical Sunday,N,,,0,0,0,0,,0,0,0,,,,0,,,0,,,0,,,,0,0,0
4128,Okaloosa County Board of County Commissioners,DR,PT,Annual Total,N,,,,818165,704565,113600,,47995,41766,6229,,,,0,,,0,,,87423,,,760986,307,0,0
4128,Okaloosa County Board of County Commissioners,MB,PT,Average Weekday - AM Peak,N,630,,14,,,0,,,,0,,,,0,,,0,,,,,,,,,
4128,Okaloosa County Board of County Commissioners,MB,PT,Average Weekday - Midday,N,,,14,,,0,,,,0,,,,0,,,0,,,,,,,,,
4128,Okaloosa County Board of County Commissioners,MB,PT,Average Weekday - PM Peak,N,,1930,14,,,0,,,,0,,,,0,,,0,,,,,,,,,
4128,Okaloosa County Board of County Commissioners,MB,PT,Average Weekday - Other,N,,,0,,,0,,,,0,,,,0,,,0,,,,,,,,,
4128,Okaloosa County Board of County Commissioners,MB,PT,Average Typical Weekday,N,630,1930,14,1764,1697,67,1698,143,139,4,,,,0,,,0,,,706,,,2985,255,0,0
4128,Okaloosa County Board of County Commissioners,MB,PT,Average Typical Saturday,N,,,0,0,0,0,0,0,0,0,,,,0,,,0,,,0,,,0,0,0,0
4128,Okaloosa County Board of County Commissioners,MB,PT,Average Typical Sunday,N,,,0,0,0,0,0,0,0,0,,,,0,,,0,,,0,,,0,0,0,0
4128,Okaloosa County Board of County Commissioners,MB,PT,Annual Total,N,,,,449758,432692,17066,433105,36496,35361,1135,,,,0,,,0,,,179921,,,761066,255,0,0
4129,Charlotte County Transit Division,DR,PT,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,DR,PT,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,DR,PT,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,DR,PT,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,DR,PT,Average Typical Weekday,N,555,1930,24,3789,3512,277,,205,178,27,,,,0,,,0,,,426,,,4231,259,,
4129,Charlotte County Transit Division,DR,PT,Average Typical Saturday,N,600,1800,6,903,810,93,,49,44,5,,,,0,,,0,,,110,,,552,53,,
4129,Charlotte County Transit Division,DR,PT,Average Typical Sunday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,DR,PT,Annual Total,N,,,,1029432,952538,76894,,55702,48434,7268,,,,0,,,0,7205,,116174,60305,,1125085,312,,
4129,Charlotte County Transit Division,DT,PT,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,DT,PT,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,DT,PT,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,DT,PT,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,DT,PT,Average Typical Weekday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,DT,PT,Average Typical Saturday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,DT,PT,Average Typical Sunday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,DT,PT,Annual Total,N,,,3,75960,75960,0,,2702,2702,0,,,,0,,,0,,,2919,2919,,102162,365,,
4129,Charlotte County Transit Division,VP,DO,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,VP,DO,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,VP,DO,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,VP,DO,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,VP,DO,Average Typical Weekday,N,,,6,517,517,0,,12,12,0,,,,0,,,0,,,129,,,2143,251,,
4129,Charlotte County Transit Division,VP,DO,Average Typical Saturday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,VP,DO,Average Typical Sunday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4129,Charlotte County Transit Division,VP,DO,Annual Total,N,,,,129767,129767,0,,2943,2943,0,,,,0,,,0,,,32255,,,537893,251,,
4130,Macon-Bibb County Transit Authority,DR,DO,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4130,Macon-Bibb County Transit Authority,DR,DO,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4130,Macon-Bibb County Transit Authority,DR,DO,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4130,Macon-Bibb County Transit Authority,DR,DO,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4130,Macon-Bibb County Transit Authority,DR,DO,Average Typical Weekday,N,430,2300,6,801,725,76,,53,50,3,,,,0,,,0,,,76,,,756,255,0,0
4130,Macon-Bibb County Transit Authority,DR,DO,Average Typical Saturday,N,500,2300,3,268,242,26,,18,17,1,,,,0,,,0,,,40,,,66,53,0,0
4130,Macon-Bibb County Transit Authority,DR,DO,Average Typical Sunday,N,,,0,0,,0,,0,0,0,,,,0,,,0,,,0,,,0,0,0,0
4130,Macon-Bibb County Transit Authority,DR,DO,Annual Total,N,,,,219187,198519,20668,,14469,13568,901,,,,0,,,0,0,0,19208,19208,,197842,308,0,0
4130,Macon-Bibb County Transit Authority,MB,DO,Average Weekday - AM Peak,N,430,1030,20,,,0,,,,0,,,,0,,,0,,,,,,,,,
4130,Macon-Bibb County Transit Authority,MB,DO,Average Weekday - Midday,N,1030,1400,16,,,0,,,,0,,,,0,,,0,,,,,,,,,
4130,Macon-Bibb County Transit Authority,MB,DO,Average Weekday - PM Peak,N,1300,2300,20,,,0,,,,0,,,,0,,,0,,,,,,,,,
4130,Macon-Bibb County Transit Authority,MB,DO,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4130,Macon-Bibb County Transit Authority,MB,DO,Average Typical Weekday,N,430,2300,20,4518,4484,34,4559,293,286,7,,,,0,,,0,,,3305,,,13187,255,0,0
4130,Macon-Bibb County Transit Authority,MB,DO,Average Typical Saturday,N,500,2000,11,2375,2351,24,2350,154,150,4,,,,0,,,0,,,1574,,,6280,53,,
4130,Macon-Bibb County Transit Authority,MB,DO,Average Typical Sunday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4130,Macon-Bibb County Transit Authority,MB,DO,Annual Total,N,,,,1308243,1265947,42296,1289246,80880,78729,2151,,,,0,,,0,,,926372,,,3696224,308,0,0
4131,Davidson County Transportation,DR,DO,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,DR,DO,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,DR,DO,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,DR,DO,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,DR,DO,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,DR,DO,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,DR,DO,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,DR,DO,Annual Total,Y,,,,,76772,-76772,,,9920,-9920,,,,0,,,0,,,28888,,4463,,,,
4131,Davidson County Transportation,DR,PT,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,DR,PT,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,DR,PT,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,DR,PT,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,DR,PT,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,DR,PT,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,DR,PT,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,DR,PT,Annual Total,Y,,,,,160155,-160155,,,13996,-13996,,,,0,,,0,,,33768,,21018,,,,
4131,Davidson County Transportation,MB,DO,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,MB,DO,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,MB,DO,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,MB,DO,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,MB,DO,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,MB,DO,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,MB,DO,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4131,Davidson County Transportation,MB,DO,Annual Total,Y,,,,,101245,-101245,,,5259,-5259,,,,0,,,0,,,49665,,,,,,
4132,Goldsboro-Wayne Transportation Authority,DR,DO,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4132,Goldsboro-Wayne Transportation Authority,DR,DO,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4132,Goldsboro-Wayne Transportation Authority,DR,DO,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4132,Goldsboro-Wayne Transportation Authority,DR,DO,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4132,Goldsboro-Wayne Transportation Authority,DR,DO,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4132,Goldsboro-Wayne Transportation Authority,DR,DO,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4132,Goldsboro-Wayne Transportation Authority,DR,DO,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4132,Goldsboro-Wayne Transportation Authority,DR,DO,Annual Total,Y,,,,,1033079,-1033079,,,59067,-59067,,,,0,,,0,,,115618,,0,,,,
4132,Goldsboro-Wayne Transportation Authority,MB,DO,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4132,Goldsboro-Wayne Transportation Authority,MB,DO,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4132,Goldsboro-Wayne Transportation Authority,MB,DO,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4132,Goldsboro-Wayne Transportation Authority,MB,DO,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4132,Goldsboro-Wayne Transportation Authority,MB,DO,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4132,Goldsboro-Wayne Transportation Authority,MB,DO,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4132,Goldsboro-Wayne Transportation Authority,MB,DO,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4132,Goldsboro-Wayne Transportation Authority,MB,DO,Annual Total,Y,,,,,405909,-405909,,,25880,-25880,,,,0,,,0,,,219241,,,,,,
4133,Guilford County Transportation,DR,PT,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4133,Guilford County Transportation,DR,PT,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4133,Guilford County Transportation,DR,PT,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4133,Guilford County Transportation,DR,PT,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4133,Guilford County Transportation,DR,PT,Average Typical Weekday,N,500,2100,34,5726,4883,843,,331,287,44,,,,0,,,0,,,642,,,7538,258,0,0
4133,Guilford County Transportation,DR,PT,Average Typical Saturday,N,500,2100,5,1356,956,400,,75,58,17,,,,0,,,0,,,158,,,1405,53,0,0
4133,Guilford County Transportation,DR,PT,Average Typical Sunday,N,500,2100,2,201,139,62,,16,11,5,,,,0,,,0,,,17,,,144,51,0,0
4133,Guilford County Transportation,DR,PT,Annual Total,N,,,,1569469,1327166,242303,,90550,78094,12456,,,,0,,,0,0,0,176190,0,0,2043937,362,0,0
4135,Georgia Regional Transportation Authority,CB,PT,Average Weekday - AM Peak,N,415,1000,101,,,0,,,,0,,,,0,,,0,,,,,,,,,
4135,Georgia Regional Transportation Authority,CB,PT,Average Weekday - Midday,N,1000,1430,1,,,0,,,,0,,,,0,,,0,,,,,,,,,
4135,Georgia Regional Transportation Authority,CB,PT,Average Weekday - PM Peak,N,1430,1940,103,,,0,,,,0,,,,0,,,0,,,,,,,,,
4135,Georgia Regional Transportation Authority,CB,PT,Average Weekday - Other,N,,,0,,,0,,,,0,,,,0,,,0,,,,,,,,,
4135,Georgia Regional Transportation Authority,CB,PT,Average Typical Weekday,N,415,2100,103,19007,10662,8345,10668,681,409,272,,,,0,,,0,,,7201,,,185903,252,,
4135,Georgia Regional Transportation Authority,CB,PT,Average Typical Saturday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4135,Georgia Regional Transportation Authority,CB,PT,Average Typical Sunday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4135,Georgia Regional Transportation Authority,CB,PT,Annual Total,N,,,,4760387,2670215,2090172,2671652,170754,103937,66817,,,,0,,,0,,,1802443,,,46550220,252,,
4135,Georgia Regional Transportation Authority,VP,PT,Average Weekday - AM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4135,Georgia Regional Transportation Authority,VP,PT,Average Weekday - Midday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4135,Georgia Regional Transportation Authority,VP,PT,Average Weekday - PM Peak,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4135,Georgia Regional Transportation Authority,VP,PT,Average Weekday - Other,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4135,Georgia Regional Transportation Authority,VP,PT,Average Typical Weekday,N,,,85,9306,9306,0,,211,211,0,,,,0,,,0,,,1231,,,68337,251,0,0
4135,Georgia Regional Transportation Authority,VP,PT,Average Typical Saturday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4135,Georgia Regional Transportation Authority,VP,PT,Average Typical Sunday,N,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4135,Georgia Regional Transportation Authority,VP,PT,Annual Total,N,,,,2335710,2335710,0,,52855,52855,0,,,,0,,,0,,,309032,,,17152693,251,0,0
4137,Municipality of Bayamon,DR,DO,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4137,Municipality of Bayamon,DR,DO,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4137,Municipality of Bayamon,DR,DO,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4137,Municipality of Bayamon,DR,DO,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4137,Municipality of Bayamon,DR,DO,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4137,Municipality of Bayamon,DR,DO,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4137,Municipality of Bayamon,DR,DO,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4137,Municipality of Bayamon,DR,DO,Annual Total,Y,,,,,8203,-8203,,,839,-839,,,,0,,,0,,,1786,,0,,,,
4137,Municipality of Bayamon,MB,DO,Average Weekday - AM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4137,Municipality of Bayamon,MB,DO,Average Weekday - Midday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4137,Municipality of Bayamon,MB,DO,Average Weekday - PM Peak,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4137,Municipality of Bayamon,MB,DO,Average Weekday - Other,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4137,Municipality of Bayamon,MB,DO,Average Typical Weekday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4137,Municipality of Bayamon,MB,DO,Average Typical Saturday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
4137,Municipality of Bayamon,MB,DO,Average Typical Sunday,Y,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,
